0.000 0.000 0.000
5.000 0.000 0.060
10.000 0.000 -0.765
15.000 0.000 0.685
20.000 0.000 1.805
25.000 0.000 2.180
30.000 0.000 1.985
35.000 0.000 1.455
40.000 0.000 -0.305
45.000 0.000 -1.245
50.000 0.000 -1.390
55.000 0.000 -0.995
60.000 0.000 0.120
65.000 0.000 1.325
70.000 0.000 1.705
75.000 0.000 0.980
80.000 0.000 -0.735
85.000 0.000 -2.240
90.000 0.000 -2.240
95.000 0.000 -2.245
100.000 0.000 -2.560
0.000 5.000 -0.020
5.000 5.000 1.995
10.000 5.000 1.725
15.000 5.000 2.350
20.000 5.000 3.925
25.000 5.000 4.310
30.000 5.000 4.190
35.000 5.000 3.385
40.000 5.000 1.600
45.000 5.000 0.565
50.000 5.000 0.825
55.000 5.000 2.600
60.000 5.000 3.465
65.000 5.000 3.750
70.000 5.000 2.915
75.000 5.000 1.585
80.000 5.000 0.365
85.000 5.000 0.160
90.000 5.000 -0.690
95.000 5.000 -1.020
100.000 5.000 -1.315
0.000 10.000 -0.035
5.000 10.000 2.465
10.000 10.000 3.855
15.000 10.000 4.170
20.000 10.000 5.425
25.000 10.000 6.455
30.000 10.000 6.235
35.000 10.000 5.280
40.000 10.000 3.395
45.000 10.000 2.755
50.000 10.000 4.115
55.000 10.000 4.920
60.000 10.000 5.705
65.000 10.000 6.145
70.000 10.000 5.005
75.000 10.000 3.855
80.000 10.000 3.335
85.000 10.000 3.915
90.000 10.000 3.080
95.000 10.000 1.820
100.000 10.000 1.420
0.000 15.000 0.040
5.000 15.000 2.605
10.000 15.000 3.620
15.000 15.000 4.500
20.000 15.000 5.870
25.000 15.000 7.805
30.000 15.000 8.315
35.000 15.000 6.990
40.000 15.000 5.230
45.000 15.000 5.430
50.000 15.000 6.165
55.000 15.000 6.955
60.000 15.000 7.720
65.000 15.000 8.435
70.000 15.000 8.270
75.000 15.000 7.550
80.000 15.000 6.165
85.000 15.000 6.680
90.000 15.000 7.270
95.000 15.000 5.515
100.000 15.000 4.385
0.000 20.000 0.435
5.000 20.000 2.715
10.000 20.000 4.185
15.000 20.000 4.905
20.000 20.000 6.465
25.000 20.000 8.345
30.000 20.000 10.000
35.000 20.000 9.065
40.000 20.000 7.405
45.000 20.000 7.430
50.000 20.000 7.870
55.000 20.000 8.540
60.000 20.000 9.280
65.000 20.000 10.090
70.000 20.000 10.685
75.000 20.000 10.325
80.000 20.000 9.195
85.000 20.000 10.010
90.000 20.000 10.980
95.000 20.000 9.455
100.000 20.000 7.650
0.000 25.000 0.475
5.000 25.000 2.680
10.000 25.000 4.600
15.000 25.000 5.590
20.000 25.000 7.705
25.000 25.000 9.045
30.000 25.000 10.790
35.000 25.000 11.475
40.000 25.000 9.715
45.000 25.000 9.900
50.000 25.000 10.290
55.000 25.000 10.705
60.000 25.000 11.210
65.000 25.000 11.755
70.000 25.000 12.515
75.000 25.000 12.740
80.000 25.000 12.030
85.000 25.000 13.120
90.000 25.000 10.700
95.000 25.000 6.865
